cms_provider_id,facility_name,address,city,state,zip_code,fips_county,ssa_county,phone,facility_type_code,ownership_code,provider_category,provider_subtype,certification_date,participation_date,total_beds,certified_beds,psych_beds,rehab_unit_beds,rehab_beds,hospice_beds,dialysis_beds,aids_beds,alzheimer_beds,ventilator_beds,head_trauma_beds,disabled_children_beds,medicare_snf_beds,medicare_medicaid_snf_beds,medicaid_nf_beds,icf_iid_beds,health_system_name,urban_rural,cbsa_code,ownership_type,facility_type
100029,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,MIAMI,FL,33150,086,120,3058356000,01,04,01,01,20150523,19660701,816,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100080,HCA FLORIDA JFK HOSPITAL,5301 S CONGRESS AVE,ATLANTIS,FL,33462,099,490,5619657300,01,04,01,01,20100128,19660701,796,796,123,42,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100135,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,073,360,8504315380,01,02,01,01,20060414,19790701,772,772,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45220,Non-profit - Private,Other
100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,021,100,2396244002,01,02,01,01,20111216,19660701,728,728,12,54,0,0,0,0,0,0,0,0,0,0,0,0,,U,34940,Non-profit - Private,Other
100039,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,011,050,9543554400,01,08,01,01,20240830,19660701,723,723,83,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Subchapter S Corp,Other
100001,UF HEALTH JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,031,150,9042444000,01,02,01,01,20110205,19660701,715,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100017,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,127,630,3862544000,01,08,01,01,20130726,19660701,709,709,68,52,0,0,0,0,0,0,0,0,0,0,0,0,,U,19660,For-profit - Subchapter S Corp,Other
100079,UNIV OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPR,1475 NW 12TH AVE,MIAMI,FL,33136,086,120,3052431000,01,04,01,01,20220429,19660701,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100220,GULF COAST MEDICAL CENTER,13681 DOCTORS WAY,FORT MYERS,FL,33912,071,350,2393431000,01,08,01,01,20160611,19740425,699,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,15980,For-profit - Subchapter S Corp,Other
109800,SHANDS JACKSONVILLE MEDICAL CENTER,655 WEST 8TH STREET,JACKSONVILLE,FL,32209,031,150,9042440411,,,01,20,20080807,20081017,696,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Unknown,Other
100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,103,510,7274627000,01,02,01,01,20060825,19660701,687,687,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",4300 ALTON RD,MIAMI BEACH,FL,33140,086,120,3056742121,01,02,01,01,20080308,19660701,672,672,62,46,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD,SAINT PETERSBURG,FL,33708,103,510,7273986661,,,01,,19910301,19910301,660,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Unknown,Other
10063F,JAMES A HALEY VA HOSPITAL,13000 BRUCE B DOWNS BLVD,TAMPA,FL,33612,057,280,8139722000,,,01,,19991203,19991203,640,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Unknown,Other
100173,ADVENTHEALTH TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,057,280,8136157200,01,02,01,01,19901215,19680718,626,626,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100040,ASCENSION ST VINCENT'S RIVERSIDE,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,031,150,9043087300,01,02,01,01,20230616,19660701,584,584,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100093,BAPTIST HOSPITAL,123 BAPTIST WAY,PENSACOLA,FL,32503,033,160,8504344011,01,02,01,01,19870327,19660701,569,569,64,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37860,Non-profit - Private,Other
100009,UMHC-UHEALTH TOWER,1450 NW 10 AVENUE DRIVE,MIAMI,FL,33136,086,120,3053255511,01,02,01,01,20130201,19660701,560,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
100073,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,011,050,9547718000,01,01,01,01,20090917,19660701,557,557,0,48,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,Non-profit - Church,Other
100025,ASCENSION SACRED HEART PENSACOLA,5151 N 9TH AVE,PENSACOLA,FL,32504,033,160,8504167000,01,02,01,01,20200720,19660701,547,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37860,Non-profit - Private,Other
100212,HCA FLORIDA OCALA HOSPITAL,1431 SW 1ST AVE,OCALA,FL,34471,083,410,3524011000,01,04,01,01,20140322,19730921,545,545,0,36,0,0,0,0,0,0,0,0,0,0,0,0,,U,36100,For-profit - Individual,Other
100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,099,490,5614953100,01,04,01,01,20190618,19821015,536,536,66,90,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,6500 W NEWBERRY RD,GAINESVILLE,FL,32605,001,000,3523334100,01,04,01,01,20201210,19730206,528,528,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,23540,For-profit - Individual,Other
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,200 SE HOSPITAL AVE,STUART,FL,34994,085,420,7722875200,01,02,01,01,19941206,19660701,521,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,38940,Non-profit - Private,Other
100231,HCA FLORIDA WEST HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,033,160,8504944000,01,04,01,01,19980226,19750512,515,515,57,58,0,0,0,0,0,0,0,0,0,0,0,0,,U,37860,For-profit - Individual,Other
100019,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,32901,009,040,3214347000,01,02,01,01,20111006,19660701,514,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37340,Non-profit - Private,Other
100052,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,105,520,8632931121,01,02,01,01,20070201,19660701,508,508,24,24,0,0,0,0,0,0,0,0,0,0,0,0,,U,29460,Non-profit - Private,Other
100043,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,103,510,7277331111,01,02,01,01,20231116,19660701,507,507,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100082,ALACHUA GENERAL HOSPITAL,801 SW SECOND AVE,GAINESVILLE,FL,32601,001,000,3523724321,01,03,01,01,19910301,19780511,506,506,83,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,23540,Non-profit - Other,Other
10064F,MIAMI VA MEDICAL CENTER,1201 NW 16TH ST,MIAMI,FL,33125,086,120,3053244455,,,01,,19991203,19991203,504,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Unknown,Other
10011F,VA HOSP,1200 ANASTASIA AVE,CORAL GABLES,FL,33134,086,120,3059999999,,,01,,19910301,19910301,497,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Unknown,Other
100246,HCA FLORIDA LAWNWOOD HOSPITAL,1700 S 23RD ST,FORT PIERCE,FL,34950,111,550,7724684500,01,04,01,01,20220916,19780102,497,497,36,50,0,0,0,0,0,0,0,0,0,0,0,0,,U,38940,For-profit - Individual,Other
100131,HCA FLORIDA AVENTURA HOSPITAL,20900 BISCAYNE BLVD,AVENTURA,FL,33180,086,120,3056827000,01,02,01,01,20070112,19781001,493,493,56,26,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
100167,HCA FLORIDA MERCY HOSPITAL,3663 S MIAMI AVE,MIAMI,FL,33133,086,120,3058544400,01,02,01,01,20190607,19670316,488,488,32,25,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
100002,BETHESDA HOSPITAL EAST,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,099,490,5617377733,01,02,01,01,20211123,19660701,481,481,20,36,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,Non-profit - Private,Other
100243,HCA FLORIDA BRANDON HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,057,280,8139160600,01,04,01,01,20120324,19781001,479,479,25,24,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100061,MERCY HOSPITAL INC,3663 S MIAMI AVE,MIAMI,FL,33133,086,120,3052852121,01,01,01,01,20071206,19660701,473,473,20,15,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Church,Other
100210,FLORIDA MEDICAL CENTER,5000 W OAKLAND PARK BLVD,LAUDERDALE LAKES,FL,33313,011,050,9547356000,01,04,01,01,20000620,19730921,459,459,74,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100179,HCA FLORIDA MEMORIAL HOSPITAL,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,031,150,9047026111,01,04,01,01,20200228,19690502,454,454,41,110,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,For-profit - Individual,Other
100248,HCA FLORIDA LARGO HOSPITAL,201 14TH ST SW,LARGO,FL,33770,103,510,7275885200,01,04,01,01,20090227,19780731,452,452,71,30,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,103,510,7278251100,01,01,01,01,20191104,19660701,448,448,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Church,Other
100209,HCA FLORIDA KENDALL HOSPITAL,11750 BIRD RD,MIAMI,FL,33175,086,120,3052233000,01,04,01,01,20171010,19730718,447,447,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
10015F,NORTH FL/SOUTH GA VETERANS HEALTH SYSTE,619 S MARION ST,LAKE CITY,FL,32025,023,110,3867553016,,,01,,19910301,19910301,439,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,R,99910,Unknown,Other
100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD ST,SOUTH MIAMI,FL,33143,086,120,7866624000,01,02,01,01,20060407,19660718,436,436,0,33,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
100151,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,031,150,9049532000,01,02,01,01,20210514,19660708,434,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100226,HCA FLORIDA ORANGE PARK HOSPITAL,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,019,090,9042768500,01,03,01,01,20140411,19741118,433,433,24,42,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Other,Other
100010,ST MARYS HOSPITAL INC,901 45TH ST,WEST PALM BEACH,FL,33407,099,490,4078446300,01,02,01,01,19950317,19660701,433,433,40,23,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,Non-profit - Private,Other
10013F,US NAVAL HOSP,,JACKSONVILLE,FL,32214,031,150,,,,01,,19910301,19910301,430,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Unknown,Other
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,701 6TH ST S,SAINT PETERSBURG,FL,33701,103,510,7278231234,01,02,01,01,20100826,19681001,416,416,0,32,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,099,490,5618446300,01,04,01,01,20010707,20010706,413,413,40,32,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100086,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,33064,011,050,9547866950,01,08,01,01,19920728,19660701,409,409,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Subchapter S Corp,Other
100110,HCA FLORIDA OSCEOLA HOSPITAL,700 WEST OAK STREET,KISSIMMEE,FL,34741,097,480,4078462266,01,04,01,01,20180419,19700910,407,407,25,28,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,For-profit - Individual,Other
100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,099,490,5619554200,01,02,01,01,19921020,19670727,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,Non-profit - Private,Other
100256,HCA FLORIDA BAYONET POINT HOSPITAL,14000 FIVAY RD,HUDSON,FL,34667,101,500,7278192929,01,04,01,01,19950331,19810323,392,392,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100062,ADVENTHEALTH OCALA,1500 SW 1ST AVE,OCALA,FL,34474,083,410,3523517200,01,08,01,01,20051216,19660701,385,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36100,For-profit - Subchapter S Corp,Other
100213,HCA FLORIDA BLAKE HOSPITAL,2020 59TH ST W,BRADENTON,FL,34209,081,400,9417986110,01,04,01,01,20010615,19800101,383,383,0,28,0,0,0,0,0,0,0,0,0,0,0,0,,U,14600,For-profit - Individual,Other
100114,PARKWAY REGIONAL MEDICAL CENTER,160 NW 170TH ST,NORTH MIAMI BEACH,FL,33169,086,120,3056511100,01,04,01,01,19910916,19691231,382,382,35,12,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,2901 W SWANN AVE,TAMPA,FL,33609,057,280,8138736400,01,04,01,01,20200318,19741101,374,374,89,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,011,050,9544365000,01,08,01,01,20200131,19920619,366,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Subchapter S Corp,Other
100068,ADVENTHEALTH DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,127,630,3866766000,01,01,01,01,19930506,19660701,362,362,13,32,0,0,0,0,0,0,0,0,0,0,0,0,,U,19660,Non-profit - Church,Other
100169,ADVENTHEALTH DAYTONA BEACH,301 MEMORIAL MEDICAL PKWY,DAYTONA BEACH,FL,32117,127,630,9046766003,01,02,01,01,19970306,19670526,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,19660,Non-profit - Private,Other
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,086,120,3058235000,01,04,01,01,19950420,19780115,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100033,NORTH MIAMI MEDICAL CENTER,1701 NE 127 ST,MIAMI,FL,33181,086,120,3058913550,01,04,01,01,19890403,19660701,359,359,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100053,HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,FL,33013,086,120,3056936100,01,04,01,01,20120412,19660701,356,356,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
104001,SOUTH FLORIDA STATE HOSPITAL,800 E CYPRESS DR,PEMBROKE PINES,FL,33025,011,050,3059677000,04,07,01,04,20231201,19660701,350,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - LLC,Other
100264,HCA FLORIDA OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,053,260,3525966632,01,04,01,01,20200317,19840525,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
10057F,NORTH FL/SOUTH GA VETERANS HEALTH SYSTEM,1601 SW ARCHER RD,GAINESVILLE,FL,32608,001,000,3523761611,,,01,,19910301,19910301,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,23540,Unknown,Other
100271,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE I,12902 MAGNOLIA DR,TAMPA,FL,33612,057,280,8139793054,01,02,01,01,19910122,19861031,346,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100191,HCA FLORIDA TRINITY HOSPITAL,9330 SR 54,TRINITY,FL,34655,101,500,7278344900,01,04,01,01,20110302,19780701,340,340,62,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100162,WINTER PARK MEMORIAL HOSPITAL,200 N LAKEMONT AVE,WINTER PARK,FL,32789,095,470,4076467030,01,04,01,01,19990929,19660930,339,339,52,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,For-profit - Individual,Other
100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,109,540,9048194400,01,02,01,01,20060415,19660701,335,335,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,099,490,5616555511,01,04,01,01,20190524,20010706,333,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,1000 36TH ST,VERO BEACH,FL,32960,061,300,7725674311,01,02,01,01,20190610,19660701,332,332,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,42680,Non-profit - Private,Other
100237,NORTH RIDGE MEDICAL CENTER,5757 N DIXIE HWY,FORT LAUDERDALE,FL,33334,011,050,9547766000,01,04,01,01,20020613,19751026,332,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,091,450,8508621111,01,04,01,01,20091118,19740722,331,331,53,30,0,0,0,0,0,0,0,0,0,0,0,0,,U,23020,For-profit - Individual,Other
100084,UF HEALTH LEESBURG HOSPITAL,600 E DIXIE AVE,LEESBURG,FL,34748,069,340,3523235762,01,02,01,01,20230915,19660701,330,330,20,22,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,Non-profit - Private,Other
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,021,100,2393045145,01,04,01,01,20200306,20010425,327,327,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,U,34940,For-profit - Individual,Other
100262,GOOD SAMARITAN HOSPITAL,PALM BEACH LAKES AT FLAGER DR,WEST PALM BEACH,FL,33401,099,490,4076555511,01,02,01,01,19920313,19840316,326,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,Non-profit - Private,Other
100225,HOLLYWOOD MEDICAL CENTER,3600 WASHINGTON ST,HOLLYWOOD,FL,33021,011,050,9549664500,01,04,01,01,20030711,19741208,324,324,0,33,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100026,ASCENSION SACRED HEART BAY,615 N BONITA AVE,PANAMA CITY,FL,32401,005,020,8507691511,01,02,01,01,20210604,19660701,323,323,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37460,Non-profit - Private,Other
100035,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,BRADENTON,FL,34208,081,400,9417465111,01,04,01,01,20201009,19660701,319,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,14600,For-profit - Individual,Other
100290,UF HEALTH SPANISH PLAINES HOSPITAL,1451 EL CAMINO REAL,THE VILLAGES,FL,32159,119,590,3527518000,01,02,01,01,20130126,20020718,315,315,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,U,45540,Non-profit - Private,Other
100070,SHOREPOINT HEALTH VENICE,540 THE RIALTO,VENICE,FL,34285,115,570,9414857711,01,04,01,01,19990603,19660701,312,312,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,14600,For-profit - Individual,Other
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,103,510,7273811000,01,04,01,01,20200918,19790319,307,307,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100222,PARKWAY WEST REGIONAL MEDICAL CENTER,17300 NW 7TH AVE,MIAMI,FL,33169,086,120,3056524200,01,02,01,01,19950517,19740711,307,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
103301,NICKLAUS CHILDREN'S HOSPITAL,3100 SW 62ND AVE,MIAMI,FL,33155,086,120,3056666511,06,02,01,06,20190810,19840322,307,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,071,350,2394242000,01,08,01,01,20220415,19770705,303,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,15980,For-profit - Subchapter S Corp,Other
100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,011,050,9549629650,01,08,01,01,19920721,19750501,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Subchapter S Corp,Other
100100,VICTORIA HOSPITAL,955 NW 3RD STREET,MIAMI,FL,33128,086,120,3055458050,01,04,01,01,19910930,19660701,300,300,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100015,SUN COAST HOSPITAL,2025 INDIAN ROCKS RD,LARGO,FL,33774,103,510,7275867100,01,02,01,01,20050406,19660701,300,300,18,20,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
